dbd,https://www.gov.uk/government/publications/directgov-2010-and-beyond-revolution-not-evolution-a-report-by-martha-lane-fox
fixing-digital-funding,https://public.digital/2021/09/01/fixing-digital-funding-in-government
failure-demand,https://beyondcommandandcontrol.com/failure-demand/
john-seddon-waste,https://www.emeraldgrouppublishing.com/archived/learning/management_thinking/interviews/seddon.htm
beyond-large-scale-production,https://www.amazon.co.uk/Toyota-Production-System-Beyond-Large-Scale/dp/0915299143
